
Type_of_property,Price,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,postal code
house,€389000,4,B,163,0,0,0,603,30,4,2002,Just renovated,0,2,0,0,2,Not installed,Gas,7700
house,€338000,3,C,273,0,Yes,0,0,0,3,0,Good,0,1,0,0,1,Installed,Gas,2830
house,€525000,6,C,205,0,0,0,0,0,0,1975,0,0,2,0,0,0,0,Gas,2630
house,€375000,3,F,599,0,0,20,970,50,4,1998,Good,0,1,0,0,1,Semi equipped,Gas,2520
house,€,4,Not specified,Not specified,0,0,0,659,0,4,0,0,0,0,0,0,0,0,0,6720
house,€149000,2,C,236,0,0,0,214,35,2,0,Good,0,1,0,0,1,Semi equipped,Gas,7700
house,€.,2,C,238,0,0,30,1130,0,3,0,Good,0,1,0,0,1,Semi equipped,Fuel oil,7022
house,€315000,3,C,267,No,0,0,184,22,2,0,Just renovated,0,0,1,Yes,2,Not installed,Gas,9000
house,€299950,3,F,810,No,0,12,290,30,0,0,Good,0,1,0,0,1,Installed,Gas,9000
house,€315000,3,C,267,No,0,0,184,22,2,0,Just renovated,0,0,1,Yes,2,Not installed,Gas,9032
house,€299950,3,F,810,No,0,12,290,30,0,0,Good,0,1,0,0,1,Installed,Gas,9032
house,€415000,4,B,139,No,Yes,0,471,0,4,1959,Just renovated,0,1,0,0,1,Installed,Gas,9880
house,€328000,3,E,495,0,0,0,1223,0,4,1978,Good,0,1,0,0,1,Installed,Fuel oil,3350
house,€475000,7,G,350,No,0,40,175,30,2,1930,Good,0,3,3,Yes,3,USA installed,Gas,1080
house,€559000,4,B,136,No,Yes,0,411,0,3,2006,Good,0,0,0,0,2,0,0,2940
house,€179000,3,F,468,0,0,0,720,31,2,0,To be done up,0,1,0,0,2,0,Gas,7190
house,€374000,4,F,597,0,Yes,0,225,27,3,1950,To renovate,0,1,0,0,1,Not installed,Gas,2050
house,€299900,2,C,253,No,Yes,0,215,40,2,1930,Good,0,1,0,No,0,Installed,0,9150
house,€369000,2,C,280,No,0,0,1056,46,3,1987,Good,0,1,0,No,1,Installed,Fuel oil,9170
house,€458000,5,D,338,No,0,0,789,42,4,1976,Good,0,1,0,No,1,0,0,9290
house,€395000,5,C,285,No,0,0,702,41,4,1959,To be done up,0,1,0,No,2,Installed,0,8647
house,€619000,7,D,335,No,Yes,0,1087,0,4,1976,Good,0,2,0,Yes,4,0,0,9900
house,€375000,3,B,169,No,Yes,0,190,32,2,0,Good,0,1,0,Yes,2,0,0,8560
house,€565000,3,B,146,0,Yes,0,598,36,3,1998,Good,0,1,0,0,2,Installed,Gas,9170
house,€450000,5,Not specified,Not specified,0,0,0,0,0,0,0,Good,0,5,0,0,5,Not installed,Gas,1070
house,€700000,6,G,455,0,0,0,0,0,0,0,Good,0,4,0,0,4,Installed,Gas,1190
house,€520000,11,G,416,0,0,0,0,0,2,0,0,0,1,2,0,3,Not installed,Gas,1030
house,€275000,3,F,Not specified,0,0,0,0,0,0,0,Just renovated,0,2,0,0,1,Installed,Fuel oil,7090
house,€875000,5,Not specified,Not specified,0,0,0,0,0,2,0,Good,0,2,0,0,3,Installed,Gas,1180
house,€700000.,6,G,455,0,0,0,0,0,0,0,Good,0,4,0,0,4,Installed,Gas,1190
house,€599000.,5,F,310,Yes,0,0,90,50,0,0,0,0,3,0,0,4,Not installed,Gas,1070
house,€199000,3,Not specified,Not specified,0,0,0,0,0,0,0,0,0,1,0,0,1,Not installed,Gas,7170
house,€799000,4,Not specified,Not specified,0,0,0,250,0,0,0,Good,0,1,0,0,2,Hyper equipped,Gas,1180
house,€599000.,5,F,310,Yes,0,0,90,50,0,0,0,0,3,0,0,4,Not installed,Gas,1070
house,€450000,5,Not specified,Not specified,0,0,0,0,0,2,0,Good,0,5,0,0,5,Installed,Gas,1070
house,€285000,4,D,336,0,0,0,0,0,2,0,Good,0,1,1,0,0,Not installed,0,1480
house,€349000,3,Not specified,Not specified,No,Yes,0,725,0,3,0,Just renovated,0,1,0,Yes,0,0,Pellet,1430
house,€139000,3,F,467,0,0,9,203,0,2,1914,0,0,1,0,Yes,1,Semi equipped,0,7700
house,€435000,5,F,474,No,Yes,0,0,0,0,0,Good,0,1,0,No,1,0,Fuel oil,6700
house,€579000,5,B,169,No,Yes,0,1387,0,0,0,0,0,2,0,Yes,1,Installed,0,6750
house,€575000,3,B,192,0,0,31,671,56,2,0,Good,0,1,1,0,2,Installed,0,1880
house,€450000,0,F,471,0,0,0,0,0,0,0,To renovate,0,0,0,0,0,0,0,6010
house,€295000,2,D,283,0,0,45,1211,42,2,1887,Good,0,1,0,Yes,2,Semi equipped,Pellet,5380
house,€539000,4,B,88,0,Yes,0,887,46,3,2023,0,0,1,1,Yes,2,USA hyper equipped,Gas,1320
house,€199000,5,D,294,No,Yes,0,360,0,2,0,Good,0,1,0,0,0,0,0,7060
house,€350000,3,E,459,No,0,0,328,0,3,1972,To renovate,0,1,0,0,0,0,Gas,1730
house,€199000,3,D,331,No,Yes,0,706,17,4,2000,As new,0,1,1,Yes,1,Installed,0,4920
house,€200000,4,Not specified,Not specified,No,0,20,0,0,2,0,0,0,0,0,0,2,Not installed,Gas,7012
house,€,3,F,504,No,0,9,170,30,2,0,0,0,1,0,0,1,Installed,0,20
house,€275000,2,B,137,No,Yes,0,0,40,2,0,Just renovated,0,1,1,0,1,Installed,Gas,1430
house,€535000,5,F,345,No,0,30,210,45,3,1973,To be done up,0,3,3,Yes,4,Hyper equipped,Fuel oil,1090
house,€480000,4,B,145,No,0,55,1976,57,4,0,0,0,0,0,0,1,Installed,0,4830
house,€169000,3,F,462,No,0,0,0,40,2,0,0,0,0,0,0,1,Installed,0,6110
house,€349000,0,Not specified,Not specified,0,0,140,520,0,4,1901,Good,0,1,0,0,2,0,0,4504
house,€350000,3,F,1228,0,0,0,1526,0,4,0,To renovate,0,0,0,0,0,0,0,9940
house,€89000,2,C,287,0,0,0,44,29,2,1930,To be done up,0,1,0,0,1,0,Gas,8530
house,€345000,4,B,193,0,0,0,152,31,2,0,Good,0,2,0,0,3,0,Gas,3300
house,€355000,2,F,760,0,0,0,730,0,4,1969,Good,0,1,0,0,0,0,0,9940
house,€870000,6,C,208,0,0,0,250,0,4,1964,Good,0,3,0,0,3,0,Gas,9000
house,€535000,4,A,99,0,0,0,0,0,2,2015,Good,0,2,0,0,2,0,Gas,2320
house,€249000,2,E,362,No,Yes,0,350,25,3,1874,0,0,1,1,0,1,USA installed,0,4400
house,€995000,5,E,219,No,0,36,310,24,2,1915,Good,0,2,1,Yes,4,Hyper equipped,Gas,1050
house,€339000,5,B,132,0,0,0,319,0,3,0,Just renovated,0,1,0,0,2,0,0,8400
house,€,3,Not specified,Not specified,0,0,0,1025,0,4,0,0,0,0,0,0,0,0,0,7812
house,€399000,6,C,280,No,Yes,0,1483,0,4,1992,To be done up,0,2,0,0,0,0,Fuel oil,8750
house,€299000,4,E,363,No,0,16,380,0,4,1918,0,0,2,0,0,0,0,Gas,27
house,€425000,4,C,287,0,0,0,397,0,3,0,Good,0,1,0,0,2,0,0,1570
house,€299000,4,E,363,No,0,16,380,0,4,1918,0,0,2,0,0,0,0,Gas,3
house,€338000,4,B,117,No,0,30,370,0,3,1930,Good,0,1,0,0,0,0,0,8920
house,€150000,3,F,783,No,0,0,315,0,4,1964,Good,0,0,0,0,1,0,0,8870
house,€395000,4,B,183,No,Yes,0,549,0,3,2002,Good,0,1,0,0,2,Installed,Gas,8800
house,€545000,5,B,183,No,Yes,0,1252,0,4,1989,Good,0,2,0,0,3,Installed,Fuel oil,8647
house,€525000,3,B,155,0,0,0,600,34,0,1994,As new,0,1,0,Yes,1,Installed,Gas,9810
house,€,2,D,312,0,0,0,80,20,2,0,Good,0,1,0,0,1,Semi equipped,Gas,6040
house,€245000,4,D,324,No,0,30,520,45,4,0,0,0,1,0,0,2,Installed,0,7041
house,€249000,3,E,492,0,0,0,180,55,0,0,Good,0,2,0,0,2,0,Gas,8470
house,€339000,2,F,963,0,0,0,1263,0,4,1968,To renovate,0,1,0,0,0,0,Fuel oil,1910
house,€245000,2,G,572,No,0,29,899,27,4,1991,Good,0,1,1,No,1,Installed,Fuel oil,7031
house,€480000,3,Not specified,Not specified,0,0,0,388,0,3,0,0,0,1,0,0,0,0,0,9800
house,€424000,3,Not specified,Not specified,0,0,0,270,0,2,0,0,0,1,0,0,0,0,0,9800
house,€424000,3,Not specified,Not specified,0,0,0,267,0,2,0,0,0,1,0,0,0,0,0,9800
house,€406550,3,Not specified,Not specified,0,0,0,214,0,2,0,0,0,1,0,0,0,0,0,9041
house,€399550,3,Not specified,Not specified,0,0,0,191,0,2,0,0,0,1,0,0,0,0,0,9041
house,€479050,3,Not specified,Not specified,0,0,0,372,0,3,0,0,0,1,0,0,0,0,0,9041
house,€470000,3,Not specified,Not specified,0,0,0,304,0,4,0,0,0,1,0,0,0,0,0,9041
house,€430000,3,Not specified,Not specified,0,0,0,240,0,3,0,0,0,1,0,0,0,0,0,9041
house,€422000,3,Not specified,Not specified,0,0,0,318,0,4,0,0,0,1,0,0,0,0,0,9290
house,€330000,5,E,207,0,Yes,0,221,0,2,0,0,0,0,0,0,0,0,Fuel oil,6820
house,€175000,3,F,464,0,0,0,510,0,3,0,To be done up,0,0,1,0,1,Installed,Fuel oil,6238
house,€189000,3,F,464,0,0,0,510,0,3,0,To be done up,0,0,1,0,1,Installed,Fuel oil,1400
house,€353050,3,Not specified,Not specified,0,0,0,262,0,0,2021,0,0,1,0,0,2,0,0,8500
house,€189000,2,E,429,0,0,0,90,0,2,0,Good,0,1,0,0,2,0,Gas,8930
house,€595000,5,C,264,0,Yes,0,0,0,4,0,Good,0,1,0,0,2,0,0,8850
house,€215000,3,D,319,0,Yes,0,233,0,0,0,Good,0,1,0,0,2,0,0,8940
house,€155000,2,F,535,0,0,0,100,0,0,0,Good,0,1,0,0,2,0,0,8531
house,€89000,2,F,738,0,Yes,0,0,0,2,0,To renovate,0,1,0,0,1,0,0,8580
house,€279000,2,B,159,0,Yes,0,580,0,2,1936,To be done up,0,1,0,0,2,Installed,Gas,8940
house,€349000,3,F,957,0,Yes,0,415,0,0,0,0,0,1,0,0,2,0,0,8930
house,€350000,5,A,63,0,0,22,0,24,2,2017,Good,0,1,0,0,2,Installed,Gas,8930
house,€209000,5,D,315,0,Yes,0,132,0,3,0,Good,0,1,0,0,2,0,Gas,8851
house,€230000,3,Not specified,Not specified,0,0,25,0,0,0,0,Good,0,1,0,0,1,0,0,8510
house,€235000,3,C,258,0,0,0,0,0,3,0,Good,0,1,1,0,2,0,Gas,8780
house,€220000,4,E,432,0,Yes,0,0,0,3,0,Good,0,1,0,0,1,0,Gas,8530
house,€179000,3,E,428,0,Yes,0,143,0,2,0,Good,0,1,0,0,1,0,Gas,8530
house,€320000,3,Not specified,Not specified,0,0,0,84,0,2,0,0,0,2,0,0,2,0,0,8587
house,€259000,3,E,416,0,Yes,0,520,0,0,0,Good,0,1,0,0,1,0,0,8880
house,€370000,3,Not specified,Not specified,0,0,0,320,0,2,2023,0,0,2,0,0,1,Installed,Gas,8870
house,€249000,3,D,344,0,0,0,391,0,2,0,Good,0,1,0,0,2,0,Gas,8500
house,€206000,3,B,162,0,0,0,140,0,2,0,Good,0,1,0,0,1,Installed,Gas,8930
house,€180000,1,E,449,0,Yes,0,0,0,0,0,Good,0,1,0,0,1,0,0,8560
house,€230000,4,F,645,0,Yes,0,0,0,0,0,To renovate,0,1,0,0,2,0,0,8583
house,€99000,3,F,1415,0,0,0,267,0,2,0,To renovate,0,0,1,0,1,0,0,8940
house,€130000,2,F,503,0,0,0,60,0,0,0,To be done up,0,1,0,0,1,0,0,8500
house,€289000,3,B,177,0,Yes,0,157,0,0,0,Good,0,1,0,0,1,0,0,8800
house,€298000,3,C,295,0,0,0,232,0,3,0,Good,0,1,0,0,2,Installed,Gas,8850
house,€159000,2,E,456,0,0,0,0,0,2,0,To be done up,0,1,0,0,1,0,0,8530
house,€499000,3,A,93,0,0,0,481,0,2,0,Good,0,2,0,0,2,0,0,8930
house,€440000,4,B,87,0,0,0,126,0,0,0,0,0,2,2,0,3,0,0,7700
house,€329000,3,B,103,0,Yes,0,242,0,2,0,Good,0,1,0,0,1,0,0,8770
house,€195000,4,D,331,0,Yes,0,88,0,2,1932,Good,0,1,0,0,2,0,0,8930
house,€210000,3,E,460,0,0,0,313,0,3,0,To renovate,0,1,0,0,1,0,Gas,8540
house,€353050,3,Not specified,Not specified,0,0,0,262,0,0,2021,0,0,1,0,0,2,0,0,8500
house,€359000,3,C,282,0,0,380,447,0,0,0,0,0,1,0,0,1,0,0,8560
house,€395000,3,A,44,0,0,0,297,0,2,0,0,0,1,0,0,2,0,0,8560
house,€265000,4,C,211,0,Yes,0,250,0,3,1934,Good,0,1,1,0,2,USA installed,Gas,8930
house,€145000,2,E,496,0,Yes,0,90,0,0,0,To restore,0,1,0,0,1,0,0,8500
house,€189000,3,E,494,0,0,0,0,0,0,0,Good,0,1,0,0,1,0,0,8501
house,€240000,4,F,882,0,0,0,618,0,0,0,Good,0,1,0,0,1,0,Gas,8560
house,€.,0,G,1109,No,0,0,0,0,0,0,To renovate,0,0,0,0,0,Not installed,0,20
house,€225000,4,D,331,0,0,0,420,0,4,0,To be done up,0,1,0,0,2,Installed,Pellet,6698
house,€680000,4,D,178,No,0,0,269,55,2,1900,As new,0,4,0,0,3,Hyper equipped,Gas,1060
house,€99000,3,E,416,0,0,13,190,42,2,0,To be done up,0,1,0,0,1,Semi equipped,Pellet,3
house,€465000,5,G,378,0,0,25,215,18,2,1892,Good,0,2,2,0,3,Hyper equipped,Fuel oil,1030
house,€670000,3,E,242,0,0,0,270,3,4,1899,Good,0,3,0,0,0,0,Gas,1080
house,€625000,6,Not specified,Not specified,No,0,0,0,0,3,0,As new,0,3,2,Yes,4,USA hyper equipped,Gas,1700
house,€575000,4,Not specified,Not specified,0,Yes,0,642,0,3,0,Good,0,1,0,0,2,0,Gas,9950
house,€600000,4,Not specified,Not specified,0,Yes,0,1047,0,3,0,Good,0,1,0,0,2,0,Gas,9950
house,€575000,4,Not specified,Not specified,0,Yes,0,642,0,3,0,Good,0,1,0,0,2,0,Gas,9950
house,€550000,4,Not specified,Not specified,0,Yes,0,1012,0,3,0,Good,0,1,0,0,2,0,Gas,9950
house,€349000,5,F,690,0,0,0,920,0,4,1972,To be done up,0,1,0,0,2,Semi equipped,Fuel oil,2590
house,€259000,2,C,253,No,Yes,0,687,0,4,1972,Good,0,1,1,0,1,Installed,0,3271
house,€850000,5,A,56,No,0,55,475,0,3,1956,As new,0,3,0,0,5,Hyper equipped,Gas,9790
house,€575000,4,C,244,No,0,52,810,39,4,0,Good,0,2,1,0,2,Installed,0,4802
house,€819/month,3,F,474,No,Yes,0,0,30,4,1929,Good,0,1,1,0,1,USA installed,Pellet,20
house,€415000,3,E,381,No,Yes,0,912,20,4,1979,Good,0,1,0,0,1,Installed,Wood,6780
house,€465000,3,B,137,No,Yes,0,257,0,3,0,As new,0,1,0,Yes,2,Hyper equipped,Gas,1785
house,€325000,3,C,254,No,0,20,183,0,2,1938,Good,0,1,1,0,2,USA hyper equipped,Gas,1400
house,€269000,3,E,381,No,0,20,1008,14,3,1960,To renovate,0,1,1,Yes,1,Semi equipped,Fuel oil,20
house,€459000,4,E,462,No,0,0,320,0,3,1973,Good,0,2,0,0,2,0,0,2950
house,€625000,5,B,131,No,0,35,940,0,4,2005,Good,0,1,0,0,1,Installed,Gas,2920
house,€845000,4,D,374,No,0,0,10764,0,4,1970,To renovate,0,2,0,0,0,Installed,Fuel oil,9420
house,€248000,6,D,310,No,0,30,1230,37,3,1974,Good,0,2,1,0,3,Installed,Fuel oil,6990
house,€397000,5,D,318,0,0,0,273,36,0,1938,0,0,1,0,Yes,0,Installed,Gas,2170
house,€397000,5,D,318,0,0,0,273,36,0,1938,0,0,1,0,Yes,0,Installed,Gas,2170
house,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1861
house,€248500,3,B,197,No,0,0,100,29,4,1940,Good,0,1,0,0,0,0,Gas,8760
house,€895000,3,Not specified,Not specified,0,Yes,0,1052,0,4,1906,Just renovated,0,2,2,Yes,0,Hyper equipped,Gas,8300
house,€374000,3,C,222,No,Yes,0,155,0,2,1977,0,0,1,0,0,0,0,Gas,20
house,€210000,4,F,920,0,Yes,0,275,0,3,1965,To renovate,0,1,0,0,2,Semi equipped,0,3290
house,€187000,4,F,755,No,0,16,140,30,2,0,Good,0,1,0,0,1,0,Gas,8500
house,€1695000,6,C,235,0,0,65,1524,111,4,0,Just renovated,0,3,0,Yes,3,Installed,Fuel oil,1380
house,€279000,5,E,468,No,0,0,290,0,2,1930,To be done up,0,1,1,Yes,2,Hyper equipped,Gas,9308
house,€315000,3,D,330,No,0,40,414,27,3,0,Just renovated,0,1,0,0,0,USA installed,Gas,9500
house,€439000,5,A++,Not specified,No,Yes,0,933,30,3,2020,As new,0,2,2,0,2,Installed,0,20
house,€149000,4,G,625,No,0,0,531,19,2,1914,To renovate,0,1,1,0,1,Not installed,Fuel oil,20
house,€485000,5,B,128,0,Yes,0,527,45,2,2009,Good,0,2,0,0,2,Hyper equipped,Gas,9240
house,€160000,4,F,446,No,Yes,0,500,30,2,0,To be done up,0,1,0,0,1,Semi equipped,Gas,6043
house,€235000,2,E,376,No,0,50,189,0,2,0,Good,0,1,0,0,1,Installed,Pellet,4100
house,€,3,C,219,0,0,11,176,29,2,0,Good,0,1,1,0,2,Installed,Gas,3
house,€129000,3,C,243,No,0,5,409,0,3,1850,Good,0,1,1,Yes,1,Semi equipped,Electric,5550
house,€420000,2,D,272,0,0,0,269,0,3,2008,Good,0,1,0,0,1,Installed,Fuel oil,6792
house,€250000,5,Not specified,323,No,0,16,1500,32,4,0,Good,0,1,1,Yes,1,Installed,Electric,20
house,€349000,3,C,288,0,0,0,276,0,2,1933,0,0,1,0,0,0,Installed,Gas,2200
house,€349000,3,C,268,0,0,6,225,44,2,1970,0,0,1,0,Yes,2,Hyper equipped,Fuel oil,20
house,€549000,3,A,27,0,Yes,0,4440,42,4,2010,0,0,1,0,0,1,Hyper equipped,0,2260
house,€539000,4,E,260,0,0,14,0,0,2,0,As new,0,1,0,Yes,3,Hyper equipped,Gas,1030
house,€549000,4,C,224,0,0,0,3051,0,4,0,Good,0,1,0,0,4,Installed,Fuel oil,3600
house,€435000,4,B,102,0,0,35,600,40,3,0,As new,0,1,1,0,3,Installed,Fuel oil,5353
house,€275000,3,C,282,0,0,0,100,26,2,1950,As new,0,1,0,0,2,Installed,Gas,9150
house,€385000,3,F,848,0,0,0,2557,0,0,1934,Good,0,2,1,0,2,Installed,Pellet,8380
house,€375000,5,C,223,0,Yes,0,366,0,2,1950,Good,0,1,0,0,2,Semi equipped,Gas,2300
house,€295000,4,F,555,0,0,0,43,25,2,1920,To renovate,0,4,0,0,4,Not installed,Gas,2600
house,€319000,3,F,988,No,0,0,1270,0,0,1969,To renovate,0,1,0,No,2,0,Fuel oil,3221
house,€579000,3,B,159,No,Yes,0,548,0,3,1961,0,0,1,0,Yes,0,0,0,9820
house,€795000,4,D,394,0,0,0,1345,55,4,1900,0,0,2,0,0,2,Hyper equipped,Fuel oil,9570
house,€775000,5,B,178,0,0,0,780,0,0,1956,Just renovated,0,1,0,Yes,2,0,Gas,2630
house,€795000,3,D,372,0,0,65,3228,0,4,1900,As new,0,1,0,No,2,Installed,Gas,9860
house,€1120000,3,D,372,0,0,65,5623,0,4,1900,As new,0,1,0,No,2,Installed,Gas,9860
house,€449000,3,A,42,No,0,0,306,0,0,2010,As new,0,1,0,No,2,Hyper equipped,0,8450
house,€259000,3,F,742,No,0,0,800,0,4,1960,Good,0,1,0,0,0,0,Fuel oil,3920
house,€895000,7,D,186,No,0,49,531,0,2,1951,Good,0,3,0,0,0,0,Gas,1020
house,€743!,2,D,278,No,0,0,220,30,2,0,To be done up,0,1,0,0,0,0,Gas,3
house,€515000,5,B,179,0,Yes,0,649,0,0,1997,0,0,2,0,Yes,2,Hyper equipped,Fuel oil,2235
house,€395000,3,A,40,No,0,0,410,0,0,0,As new,0,0,0,No,0,0,0,8840
house,€299000,3,F,642,0,0,0,683,0,0,0,0,0,1,0,No,0,0,0,8830
house,€215000,1,C,291,No,Yes,0,140,22,2,0,As new,0,1,0,No,0,0,Gas,9700
house,€320000,5,F,1568,0,0,0,605,39,0,0,To renovate,0,1,0,No,1,0,0,8850
house,€350000,3,B,169,0,Yes,0,203,0,0,0,As new,0,1,0,No,2,Installed,Gas,9310
house,€312000,3,B,167,0,0,0,127,0,0,1977,0,0,0,0,No,0,0,Gas,8730
house,€525000,3,B,175,0,0,0,561,0,0,0,As new,0,0,0,No,0,0,Gas,8730
house,€399000,3,B,164,No,0,0,126,0,2,2008,Good,0,1,0,No,2,Installed,Gas,9000
house,€850000,6,C,189,0,Yes,0,1467,42,3,0,Good,0,2,0,Yes,0,Hyper equipped,Fuel oil,6700
house,€429000,4,D,374,0,0,30,292,0,3,2002,Good,0,1,0,0,2,Installed,Electric,8400
house,€345000,3,C,266,0,0,0,530,50,3,1932,Good,0,1,0,0,1,Installed,Gas,2390
house,€285000,3,F,539,No,Yes,0,449,40,3,0,To be done up,0,1,0,0,0,Installed,Fuel oil,1740
house,€225000,3,C,227,0,0,20,150,27,2,1956,0,0,1,0,Yes,2,Semi equipped,Gas,7500
house,€215000,3,E,417,No,Yes,0,152,0,3,1900,To be done up,0,1,1,0,1,Installed,Gas,9400
house,€279000,2,G,592,0,0,30,580,0,3,1980,Good,0,2,0,0,4,Installed,Gas,6061
house,€299000,3,C,205,0,0,20,630,30,2,1900,As new,0,2,2,0,0,Installed,Fuel oil,4530
house,€,3,C,253,No,0,34,10566,30,4,1991,Good,0,1,1,Yes,2,Installed,Electric,4610
house,€279000,2,G,592,0,0,30,580,0,3,1980,Good,0,2,0,0,4,Installed,Gas,6061
house,€475000,5,B,93,0,Yes,0,396,33,3,0,0,0,2,0,0,2,Hyper equipped,Gas,1390
house,€439000,3,Not specified,Not specified,No,0,0,131,0,0,1933,As new,0,1,0,Yes,1,Hyper equipped,Gas,9000
house,€395000,4,C,231,No,Yes,0,105,0,2,0,As new,0,1,1,No,0,Installed,Gas,8301
house,€325000,3,D,373,No,Yes,0,164,29,2,1978,0,0,2,0,0,2,0,0,20
house,€85000,4,F,698,No,0,0,85,4,0,0,0,0,1,0,No,0,Installed,0,8930
house,€279000,2,F,595,0,0,0,645,0,0,1961,To be done up,0,1,0,No,1,Installed,Fuel oil,3580
house,€775000,5,A,76,No,Yes,0,500,0,3,2016,As new,0,2,0,0,3,Installed,0,3220
house,€388000,3,B,172,No,Yes,0,356,28,3,2018,0,0,1,1,0,2,Installed,Gas,2470
house,€875000,6,C,298,0,0,50,6200,35,4,1937,Good,0,2,2,Yes,3,Hyper equipped,Gas,3930
house,€459000,3,A+,-8,No,Yes,0,369,0,0,2021,0,0,1,0,No,2,USA installed,Gas,8434
house,€459000,5,C,209,0,0,0,134,0,0,1979,Just renovated,0,3,0,No,2,USA installed,Gas,8620
house,€642000,2,D,328,0,0,25,490,43,3,1932,Good,0,1,0,0,1,0,0,9920
house,€469000,5,A,98,0,0,0,597,0,3,1960,Good,0,2,0,0,4,0,0,3740
house,€295000,2,F,782,0,0,0,50,0,0,0,0,0,1,0,No,0,0,0,9000
house,€395000,3,B,117,0,Yes,0,259,0,0,0,0,0,1,0,No,2,0,0,9200
house,€399000,3,A,40,0,0,0,200,0,0,0,0,0,1,0,No,0,0,0,9700
house,€400000,2,C,297,0,0,0,50,0,0,0,As new,0,1,0,No,2,0,0,9000
house,€365000,4,D,328,0,0,0,148,0,0,0,0,0,1,0,No,1,0,0,9000
house,€398000,3,B,119,0,0,0,267,0,0,0,As new,0,1,0,No,0,0,0,9750
house,€139000,2,E,372,No,Yes,0,75,0,3,0,To be done up,0,1,0,0,0,0,0,3
house,€270000,4,F,493,0,0,0,1006,0,4,0,0,0,0,0,0,0,0,Fuel oil,6820
house,€185000,3,E,360,0,0,0,217,0,3,0,0,0,0,0,0,0,0,Fuel oil,6810
house,€215000,3,F,525,0,0,0,53,0,3,0,To restore,0,1,0,0,2,0,Gas,2140
house,€245000,3,G,609,0,Yes,0,1210,0,3,0,0,0,0,0,0,0,0,Fuel oil,6810
house,€425000,4,B,168,No,Yes,0,418,66,3,2003,As new,0,3,0,0,0,USA installed,Gas,27
house,€349000,3,B,150,0,0,80,540,14,4,1997,As new,0,1,1,0,2,Installed,Gas,3970
house,€235000,2,F,673,0,Yes,0,257,0,2,1899,0,0,1,0,0,0,Hyper equipped,Electric,2845
house,€495000,2,Not specified,Not specified,No,Yes,0,169,15,0,2022,0,0,1,0,Yes,2,USA hyper equipped,Electric,3001
house,€684000,4,B,114,No,0,60,1828,40,0,0,0,0,2,0,Yes,2,Hyper equipped,Gas,3390
house,€350000,8,F,1063,0,Yes,0,1451,0,0,1900,To renovate,0,2,0,No,3,Installed,Gas,8550
house,€398000,2,C,294,0,0,0,0,0,2,0,Good,0,1,0,0,1,Installed,Gas,2930
house,€170000,4,G,564,0,0,0,580,0,3,0,To renovate,0,1,0,0,0,Semi equipped,0,6700
house,€265000,3,F,784,No,0,0,650,0,3,0,To renovate,0,1,0,0,1,Semi equipped,Fuel oil,9990
house,€179000,2,F,513,No,Yes,0,225,0,2,1990,0,0,1,1,0,1,USA installed,Gas,2300
house,€435000,0,F,505,0,0,0,0,0,4,0,Good,0,0,0,0,0,0,Gas,1853
house,€349000,4,C,271,0,0,0,1142,0,0,0,Good,0,1,1,0,2,Installed,Gas,8820
house,€349000,4,C,271,0,0,0,1142,0,0,0,Good,0,1,1,0,2,Installed,Gas,8480
house,€350000,5,E,425,0,0,0,187,0,0,0,To renovate,0,1,0,No,2,Semi equipped,Gas,5000
house,€415000,5,C,180,0,0,0,740,0,0,0,0,0,1,0,Yes,1,Hyper equipped,Gas,5080
house,€378958,3,A,5,No,0,0,500,0,0,0,0,0,1,0,No,1,0,0,8680
house,€420000,4,A,40,No,0,0,464,0,0,0,As new,0,0,0,No,2,0,0,8610
house,€500000,3,Not specified,Not specified,No,0,0,1170,0,0,0,0,0,0,0,No,0,0,0,8500
house,€335000,3,D,361,0,0,0,0,0,0,1981,0,0,0,0,No,0,0,0,2590
house,€295000,3,E,459,0,0,0,497,0,4,1956,Good,0,0,0,0,0,0,0,8460
house,€320000,2,B,176,0,0,0,100,25,0,1933,Just renovated,0,1,0,No,1,Installed,0,9100
house,€190000,2,Not specified,Not specified,0,0,0,0,21,0,0,To renovate,0,1,0,No,0,0,Fuel oil,7120
house,€249000,5,F,726,No,Yes,0,740,30,2,1935,To renovate,0,1,0,No,1,0,0,9700
house,€535000,3,B,189,No,Yes,0,673,86,3,0,As new,0,2,0,Yes,3,0,Gas,9700
house,€189000,3,F,742,No,Yes,0,337,34,2,1961,To renovate,0,1,0,No,1,0,Electric,9620
house,€355000,3,B,122,0,0,11,98,0,2,1930,Just renovated,0,1,0,0,1,USA installed,Gas,2900
house,€199000,3,F,523,0,0,0,340,62,0,0,To renovate,0,2,0,No,0,0,0,9200
house,€249000,2,C,280,0,0,0,155,0,0,0,Just renovated,0,1,0,Yes,0,Installed,Gas,9620
house,€499500,5,C,290,No,Yes,0,813,0,0,1967,As new,0,3,0,Yes,2,0,0,8730
house,€920000,4,D,318,No,0,0,2776,0,4,1980,Good,0,3,0,0,0,Installed,Gas,8530
house,€1450000,3,Not specified,Not specified,No,0,0,4230,37,0,2010,As new,0,2,0,Yes,2,Hyper equipped,Electric,2550
