
Type_of_property,Price,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,postal code
house,€484741,3,Not specified,Not specified,0,0,0,1468,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,3
house,€501671,4,Not specified,Not specified,0,0,0,1182,0,0,0,0,0,2,0,No,2,Hyper equipped,Gas,7906
house,€505657,3,Not specified,Not specified,0,0,0,1211,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,7906
house,€502909,3,Not specified,Not specified,0,0,0,1156,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,7906
house,€500409,3,Not specified,Not specified,0,0,0,718,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,7904
house,€487661,3,Not specified,Not specified,0,0,0,1025,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,7812
house,€509382,3,Not specified,Not specified,0,0,0,949,0,0,0,0,0,2,0,No,2,Hyper equipped,Gas,7060
house,€580629,3,Not specified,Not specified,0,0,0,2100,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,7090
house,€535888,3,Not specified,Not specified,0,0,0,1882,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,7060
house,€565249,3,Not specified,Not specified,0,0,0,11300,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,3
house,€496776,3,Not specified,Not specified,0,0,0,966,0,0,0,0,0,2,0,No,2,Hyper equipped,Gas,3
house,€389000,3,F,778,0,0,16,0,0,0,1965,To renovate,0,2,0,No,2,0,Gas,3800
house,€616531,3,Not specified,Not specified,0,0,0,2495,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,7800
house,€421609,3,Not specified,Not specified,0,0,0,4045,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,7130
house,€560952,3,Not specified,Not specified,0,0,0,1008,0,0,0,0,0,2,0,No,2,Hyper equipped,Gas,7021
house,€509577,3,Not specified,Not specified,0,0,0,583,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,7024
house,€542079,4,Not specified,Not specified,0,0,0,3415,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,7390
house,€685579,3,Not specified,Not specified,0,0,0,4000,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,7322
house,€524851,3,Not specified,Not specified,0,0,0,1800,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,7080
house,€575107,3,Not specified,Not specified,0,0,0,2567,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,9790
house,€714229,3,Not specified,Not specified,0,0,0,2385,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,9860
house,€690761,4,Not specified,Not specified,0,0,0,1508,0,0,0,0,0,2,0,No,2,Hyper equipped,Gas,9290
house,€587711,3,Not specified,Not specified,0,0,0,581,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,9230
house,€689707,3,Not specified,Not specified,0,0,0,843,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,9300
house,€640485,4,Not specified,Not specified,0,0,0,586,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,9850
house,€582039,4,Not specified,Not specified,0,0,0,563,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,9200
house,€619109,3,Not specified,Not specified,0,0,0,333,0,0,0,0,0,2,0,Yes,2,Hyper equipped,Gas,9200
house,€680726,3,Not specified,Not specified,0,0,0,706,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,9500
house,€549940,3,Not specified,Not specified,0,0,0,730,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,9500
house,€593393,3,Not specified,Not specified,0,0,0,774,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,9500
house,€750490,3,Not specified,Not specified,0,0,0,2992,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,9880
house,€668389,3,Not specified,Not specified,0,0,0,1102,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,8770
house,€569377,3,Not specified,Not specified,0,0,0,764,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,8970
house,€526883,4,Not specified,Not specified,0,0,0,600,0,0,0,0,0,2,0,No,2,Hyper equipped,Gas,8970
house,€715262,3,Not specified,Not specified,0,0,0,928,0,0,0,0,0,2,0,No,2,Hyper equipped,Gas,8800
house,€595189,3,Not specified,Not specified,0,0,0,761,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,8800
house,€587863,4,Not specified,Not specified,0,0,0,769,0,0,0,0,0,2,0,No,2,Hyper equipped,Gas,8800
house,€665641,3,Not specified,Not specified,0,0,0,1644,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,8850
house,€537345,4,Not specified,Not specified,0,0,0,518,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,8710
house,€799606,3,Not specified,Not specified,0,0,0,697,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,8670
house,€534480,4,Not specified,Not specified,0,0,0,193,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,1600
house,€473684,3,Not specified,Not specified,0,0,0,331,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,1570
house,€516624,3,Not specified,Not specified,0,0,0,215,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,1745
house,€339000,3,D,335,0,Yes,0,341,0,0,0,As new,0,1,0,No,1,Installed,Gas,8770
house,€295000,1,A,60,0,Yes,0,62,0,0,2019,0,0,1,0,No,1,0,0,8670
house,€339900,4,F,609,No,0,0,385,0,0,1956,To renovate,0,1,0,No,1,Semi equipped,Gas,2150
house,€199000,2,E,474,No,0,0,124,0,0,1918,As new,0,1,0,No,0,Installed,Gas,8500
house,€395000,3,C,208,No,Yes,0,316,10,0,0,As new,0,1,0,Yes,1,Installed,Gas,8500
house,€289000,2,D,310,0,Yes,0,979,0,0,1969,As new,0,1,0,No,1,0,0,3920
house,€199000,4,F,1256,0,0,0,670,0,0,1932,To renovate,0,1,0,No,1,0,0,9620
house,€289000,3,F,816,0,0,0,270,0,0,1933,To renovate,0,0,0,No,0,0,0,3500
house,€269000,2,D,386,0,Yes,0,95,0,0,0,As new,0,1,0,No,2,0,0,8870
house,€600,3,C,268,0,0,0,350,33,0,1951,0,0,1,0,No,0,0,0,8930
house,€185000,3,C,255,0,Yes,0,200,34,0,1952,0,0,1,0,No,0,0,0,8930
house,€229000,3,F,525,0,0,0,456,0,0,1969,0,0,1,0,No,0,0,Gas,8501
house,€495000,4,C,238,0,0,0,0,0,0,0,0,0,4,0,No,0,Installed,Gas,2000
house,€179000,3,Not specified,Not specified,0,Yes,0,192,32,0,0,To renovate,0,1,0,No,1,Installed,0,9320
house,€360000,4,D,345,No,Yes,0,472,0,3,1964,Good,0,1,0,0,0,0,Gas,8210
house,€249000,2,F,754,No,0,0,1227,0,4,1971,To be done up,0,1,0,0,0,0,Fuel oil,3920
house,€149000,2,G,572,No,0,0,387,30,3,1960,0,0,1,0,0,0,0,Gas,4520
house,€540000,5,F,1069,No,0,0,794,40,4,1970,0,0,1,0,0,0,0,Fuel oil,1850
house,€645000,4,B,197,No,0,0,687,29,4,2000,Good,0,2,0,0,0,0,Gas,1850
house,€,4,C,255,No,0,0,214,0,3,0,0,0,2,0,Yes,0,0,Gas,20
house,€325000,3,G,460,No,0,10,108,12,2,1899,To be done up,0,2,0,Yes,0,0,Gas,20
house,€315000,3,E,488,No,0,0,0,0,0,1971,To be done up,0,1,0,No,2,0,0,1570
house,€424000,3,D,345,0,Yes,0,258,0,0,1926,Good,0,2,0,No,2,Installed,Gas,2100
house,€329000,3,F,609,No,0,0,883,0,0,1938,To renovate,0,1,0,No,0,Installed,Gas,8300
house,€1250000,4,C,279,0,0,0,10380,0,4,1930,Good,0,2,0,0,3,0,Fuel oil,1670
house,€156000,1,C,208,No,Yes,0,53,0,0,0,As new,0,1,0,No,0,Installed,0,9820
house,€132000,1,D,308,No,Yes,0,43,0,0,0,0,0,1,0,No,0,Installed,0,9820
house,€350000,3,B,194,0,0,0,210,0,0,1975,To be done up,0,1,0,No,1,0,Fuel oil,2950
house,€325000,2,E,488,0,0,0,1174,0,0,1964,To be done up,0,1,0,No,1,Installed,Gas,2040
house,€375000,4,D,373,0,0,0,580,0,0,1964,To renovate,0,1,0,Yes,1,Installed,Gas,2040
house,€304000,3,Not specified,Not specified,0,0,0,291,16,0,0,0,0,1,0,No,2,0,Gas,9600
house,€274000,3,Not specified,Not specified,0,0,0,179,16,0,0,0,0,1,0,No,2,0,Gas,9600
house,€274000,3,Not specified,Not specified,0,0,0,179,16,0,0,0,0,1,0,No,2,0,Gas,9600
house,€273000,3,Not specified,Not specified,0,0,0,184,16,0,0,0,0,1,0,No,2,0,Gas,9600
house,€285500,3,Not specified,Not specified,0,0,0,196,16,0,0,0,0,1,0,No,2,0,Gas,9600
house,€304000,3,Not specified,Not specified,0,0,0,269,16,0,0,0,0,1,0,No,2,0,Gas,9600
house,€268500,3,Not specified,Not specified,0,0,0,160,16,0,0,0,0,1,0,No,2,0,Gas,9600
house,€264000,3,Not specified,Not specified,0,0,0,150,16,0,0,0,0,1,0,No,2,0,Gas,9600
house,€266000,3,Not specified,Not specified,0,0,0,148,16,0,0,0,0,1,0,No,2,0,Gas,9600
house,€169000,2,F,501,No,0,0,126,14,3,0,To be done up,0,1,0,0,0,0,Gas,4420
house,€159000,4,D,309,0,Yes,0,306,0,0,0,To be done up,0,1,0,No,1,0,0,9600
house,€169000,3,Not specified,Not specified,0,Yes,0,923,18,0,0,To renovate,0,1,0,No,1,0,0,8580
house,€349000,3,C,262,0,0,6,180,0,0,1980,As new,0,1,0,No,1,Installed,Gas,9300
house,€273000,3,E,479,0,0,10,205,0,2,0,Good,0,1,0,0,0,Installed,Electric,9160
house,€479000,3,C,273,No,0,0,905,0,4,1956,0,0,1,0,No,1,Installed,Fuel oil,3500
house,€190000,2,E,389,No,0,40,861,0,4,0,To renovate,0,1,0,No,2,Semi equipped,Fuel oil,7880
house,€344221,3,Not specified,Not specified,0,0,0,0,0,0,0,0,0,1,0,Yes,2,0,0,9120
house,€343020,4,Not specified,Not specified,0,0,0,528,38,0,2024,0,0,1,0,No,2,0,0,8810
house,€363470,4,Not specified,Not specified,0,0,0,558,36,0,2024,0,0,1,0,No,2,0,0,8810
house,€110000,2,F,817,0,0,0,111,0,0,1918,To renovate,0,1,0,No,1,Semi equipped,Electric,2850
house,€226000,3,F,825,No,Yes,0,366,0,0,1962,As new,0,1,0,No,1,0,0,8800
house,€650000,4,C,231,No,0,0,1039,36,0,1988,As new,0,1,0,No,2,0,0,9990
house,€295000,3,F,628,0,0,0,744,0,0,1965,To be done up,0,0,0,No,0,0,0,8790
house,€480000,3,C,299,0,0,0,726,0,0,1973,Good,0,1,0,No,0,0,0,9080
house,€620000,7,Not specified,Not specified,Yes,0,0,680,0,0,1924,To renovate,0,7,0,No,8,0,0,8430
house,€335000,3,F,532,0,0,0,823,0,0,1972,As new,0,1,0,Yes,0,0,Gas,8730
house,€690000,4,Not specified,Not specified,0,Yes,0,795,0,0,0,0,0,1,0,No,2,0,0,8650
house,€450000,3,Not specified,Not specified,0,Yes,0,360,0,0,0,0,0,1,0,No,2,0,0,8650
house,€435000,3,Not specified,Not specified,0,Yes,0,362,0,0,0,0,0,1,0,No,2,0,0,8650
house,€428000,3,Not specified,Not specified,0,Yes,0,284,0,0,0,0,0,1,0,No,2,0,0,8650
house,€330000,3,E,471,0,0,0,504,0,0,0,As new,0,1,0,No,0,0,Gas,8750
house,€465000,3,E,492,0,0,0,1069,0,0,1986,0,0,1,0,No,0,0,0,8570
house,€215000,3,Not specified,Not specified,0,0,0,244,0,0,1919,To renovate,0,1,0,No,0,0,0,2250
house,€199000,4,B,169,No,0,0,330,0,0,0,To renovate,0,2,0,No,3,0,0,8370
house,€349000,3,D,358,0,0,13,125,37,3,1932,Good,0,1,0,0,1,USA semi equipped,Gas,1780
house,€439000,3,C,220,No,0,0,243,0,2,1961,Good,0,1,0,No,1,Installed,Gas,9032
house,€375000,3,B,186,No,0,0,144,0,2,0,Good,0,1,0,No,2,Installed,Gas,9032
house,€398838,3,Not specified,Not specified,0,0,0,215,0,2,0,0,0,0,0,No,0,0,0,8310
house,€265000,3,F,517,No,0,0,475,0,3,0,To renovate,0,1,0,No,1,Installed,Gas,2590
house,€325000,3,B,128,No,0,30,109,0,0,2014,As new,0,1,0,No,0,Hyper equipped,Gas,8870
house,€419000,4,F,793,No,0,6,2132,42,3,1941,To renovate,0,1,0,No,3,0,Fuel oil,9700
house,€535000,4,C,214,No,0,3,309,70,2,1973,0,0,1,0,No,3,0,Gas,9890
house,€160000,2,E,413,0,Yes,0,70,0,0,0,To be done up,0,1,0,Yes,1,0,0,9100
house,€825000,4,E,437,No,0,40,2082,0,4,1973,To renovate,0,1,1,Yes,2,USA installed,Electric,20
house,€399000,3,B,141,0,Yes,0,155,35,2,1973,0,0,1,0,Yes,1,Installed,0,2180
house,€449000,5,D,332,0,0,70,1297,26,0,0,0,0,1,0,0,2,Installed,Gas,4530
house,€750000,5,E,351,No,0,29,4465,60,4,1935,0,0,2,0,0,0,Hyper equipped,Fuel oil,20
house,€750000,5,E,351,No,0,29,4465,60,4,1935,0,0,2,0,0,0,Hyper equipped,Fuel oil,4140
house,€199000,3,F,605,0,0,0,127,0,2,1956,To renovate,0,1,0,0,0,Semi equipped,Gas,9200
house,€180000,4,E,398,0,Yes,0,0,0,2,1950,Good,0,1,1,0,1,Installed,Fuel oil,6182
house,€217000,2,E,425,0,Yes,0,279,0,2,0,To be done up,0,1,0,0,0,Semi equipped,0,9800
house,€325000,2,D,335,No,Yes,0,99,0,2,1961,Good,0,1,0,Yes,0,0,Gas,2800
house,€345000,5,E,347,0,0,0,1187,0,0,0,0,0,1,1,0,0,0,Fuel oil,7548
house,€290000,3,F,576,0,0,0,270,0,2,1972,Good,0,1,0,0,1,Installed,Gas,9750
house,€380000,3,Not specified,Not specified,0,Yes,0,424,48,3,2023,0,0,1,0,0,2,0,Gas,8710
house,€369000,3,Not specified,Not specified,0,Yes,0,376,48,3,2023,0,0,1,0,0,2,0,Gas,8710
house,€376000,3,Not specified,Not specified,0,Yes,0,328,44,3,2022,Good,0,1,0,0,0,0,Gas,8710
house,€334000,3,Not specified,Not specified,0,Yes,0,328,44,3,2022,Good,0,1,0,0,0,0,Gas,8710
house,€279000,2,F,1207,0,0,20,836,30,3,0,Just renovated,0,1,0,0,1,Semi equipped,Gas,3078
house,€795000,3,A,78,0,Yes,0,601,0,3,2011,As new,0,2,0,Yes,2,0,0,2540
house,€340000,3,F,539,0,Yes,0,2000,33,3,1965,To be done up,0,1,0,Yes,1,Installed,Fuel oil,1755
house,€340000,3,F,539,0,Yes,0,2000,33,3,1965,To be done up,0,1,0,Yes,1,Installed,Fuel oil,9403
house,€320000,3,C,245,0,0,0,162,0,2,1928,Good,0,1,1,0,2,Installed,Gas,9100
house,€479000,3,B,152,0,Yes,0,236,0,0,1990,Good,0,2,0,0,4,Installed,0,2850
house,€159900,2,F,428,0,0,0,0,0,0,0,As new,0,0,0,0,0,0,Gas,7700
house,€275000,3,F,468,0,Yes,0,2300,0,4,0,0,0,1,0,0,1,Semi equipped,0,6850
house,€250000,2,E,453,No,0,0,1186,29,4,1974,To be done up,0,1,0,No,1,0,0,3582
house,€355000,4,F,1370,No,0,0,5389,0,4,1961,To renovate,0,1,0,No,1,Installed,Carbon,9990
house,€355000,4,F,1370,No,0,0,5389,0,4,1961,To renovate,0,1,0,No,1,Installed,Carbon,9991
house,€,4,B,180,No,0,0,100,0,2,1950,Good,0,1,0,No,2,0,0,8450
house,€195000,4,D,363,No,0,0,207,0,0,0,0,0,0,0,No,0,0,0,8650
house,€750000,4,F,559,No,0,0,170,0,2,0,Good,0,2,0,No,3,Installed,0,8000
house,€299000,4,B,143,No,0,0,374,0,0,0,Good,0,2,0,No,2,Installed,Gas,8800
house,€290000,2,B,156,No,0,0,157,65,3,0,0,0,1,0,No,2,0,0,8972
house,€399000,3,F,623,No,0,0,1073,0,0,0,0,0,0,2,No,2,0,0,8800
house,€200000,3,C,250,No,0,0,141,0,2,1932,0,0,0,0,No,2,0,0,8800
house,€195000,3,F,898,No,Yes,0,179,0,0,0,0,0,0,0,Yes,0,0,0,8800
house,€745000,8,Not specified,Not specified,No,Yes,0,780,0,2,1979,0,0,2,0,Yes,4,0,0,8800
house,€199000,3,E,429,No,Yes,0,267,0,3,1929,0,0,0,0,No,0,0,0,8800
house,€495000,3,F,561,0,0,0,303,39,3,1930,Good,0,1,0,0,2,Installed,Gas,1650
house,€639000,5,B,166,0,0,0,1104,40,4,0,Just renovated,0,3,0,0,4,USA hyper equipped,Gas,7700
house,€425000,2,B,198,0,0,70,258,35,3,0,Good,0,1,1,Yes,2,Installed,Gas,9260
house,€549000,4,A,29,0,0,20,358,0,3,2020,0,0,1,0,0,2,Installed,Gas,8490
house,€180000,2,D,285,0,0,0,190,30,2,0,Just renovated,0,1,0,0,1,Hyper equipped,Gas,7700
house,€205000,3,D,304,0,0,16,0,45,2,0,Just renovated,0,1,0,0,2,0,Gas,7700
house,€310000,0,Not specified,Not specified,0,0,0,153,0,4,1996,Good,0,0,0,0,0,0,0,8380
house,€315000,3,C,222,0,0,0,4355,0,4,1989,As new,0,1,0,0,1,Installed,Fuel oil,7602
house,€450000,3,A,77,0,0,27,265,0,4,2019,Good,0,1,0,0,2,0,Gas,1501
house,€450000,3,A,77,0,0,27,265,0,4,2019,Good,0,1,0,0,2,0,Gas,1500
house,€295000,0,C,274,0,0,0,120,0,2,0,0,0,0,0,0,0,0,0,8380
house,€325000,4,F,978,0,0,0,489,0,4,1962,To renovate,0,0,0,0,0,0,0,8210
house,€595000,7,C,254,0,0,32,294,0,0,1934,Good,0,1,0,0,1,Installed,Gas,2640
house,€695000,5,E,424,0,Yes,0,2158,0,4,0,To be done up,0,3,0,0,3,Installed,Fuel oil,4560
house,€345000,4,B,185,0,0,0,224,43,3,1918,Good,0,1,0,0,1,Not installed,0,2180
house,€275000,4,F,689,0,0,0,64,0,2,1905,To renovate,0,2,0,0,2,Semi equipped,0,2600
house,€282000,3,E,416,0,0,40,500,22,3,1977,0,0,1,0,Yes,2,Installed,Fuel oil,3840
house,€1059000,4,Not specified,Not specified,0,Yes,0,1286,0,4,2022,0,0,2,0,0,3,Installed,0,2820
house,€239000,3,F,501,0,Yes,0,0,0,0,0,0,0,1,0,0,1,Semi equipped,Fuel oil,5060
house,€239000,2,D,379,0,0,0,96,0,2,1938,To be done up,0,1,0,0,1,Semi equipped,Gas,2200
house,€374000,5,C,243,0,Yes,0,646,0,2,1952,Good,0,1,0,0,2,Installed,Gas,2270
house,€279000,3,F,709,0,0,0,1237,0,4,1963,To renovate,0,1,0,0,1,Semi equipped,Fuel oil,2250
house,€249000,2,D,360,0,Yes,0,160,0,3,0,Good,0,1,0,0,0,Semi equipped,Gas,2200
house,€275000,3,F,796,0,Yes,0,540,0,4,1956,To be done up,0,1,0,0,1,Semi equipped,Fuel oil,2275
house,€249000,3,F,717,0,Yes,0,274,0,3,1965,To be done up,0,1,0,0,2,Semi equipped,Fuel oil,2200
house,€320000,3,F,845,0,Yes,0,530,0,4,1970,To be done up,0,1,0,0,1,Semi equipped,Fuel oil,2200
house,€399000,4,D,346,0,Yes,0,753,0,4,1956,Good,0,1,1,0,1,Semi equipped,Fuel oil,2290
house,€399000,4,B,127,0,0,0,138,0,2,2009,As new,0,1,0,0,2,Installed,Gas,2200
house,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250
house,€469000,4,B,150,0,Yes,0,711,0,4,1957,Just renovated,0,1,0,0,2,USA installed,Gas,2250
house,€339000,3,F,907,0,Yes,0,800,0,4,1961,To be done up,0,1,1,0,1,Semi equipped,Fuel oil,2200
house,€385000,5,D,384,0,Yes,0,938,0,4,1972,Good,0,1,0,0,2,Semi equipped,Gas,2275
house,€295000,2,C,218,0,Yes,0,100,0,2,1930,Good,0,1,0,0,1,Semi equipped,Gas,2200
house,€433000,3,Not specified,Not specified,0,0,0,303,0,3,2022,0,0,1,0,0,2,Installed,0,2275
house,€319000,3,E,497,0,Yes,0,354,0,3,1963,Good,0,1,0,0,2,Semi equipped,Gas,2200
house,€239000,4,F,508,0,Yes,0,489,0,3,1942,To renovate,0,1,0,0,1,Semi equipped,Gas,2200
house,€398000,4,F,836,0,Yes,0,1873,0,4,1965,To be done up,0,1,0,0,2,Semi equipped,Fuel oil,2250
house,€376000,5,E,471,0,Yes,0,1490,0,4,1976,Good,0,1,0,0,2,Installed,Electric,2200
house,€449000,3,A,51,0,0,0,393,0,3,2023,0,0,1,0,0,2,Installed,Gas,2250
house,€345000,3,F,558,0,0,0,931,0,4,1977,To renovate,0,1,0,0,2,Semi equipped,0,2460
house,€249000,3,F,568,0,Yes,0,453,0,3,1955,To be done up,0,1,0,0,1,Semi equipped,Gas,2200
house,€,1,F,750,0,0,0,640,0,4,1987,To be done up,0,1,0,0,1,Semi equipped,Electric,2290
house,€254000,3,F,830,0,Yes,0,620,0,4,1952,To renovate,0,1,0,0,1,Semi equipped,Gas,2200
house,€349000,3,F,696,0,0,0,1025,43,4,1966,To renovate,0,1,0,0,1,Semi equipped,Gas,2460
house,€345000,3,F,553,No,0,0,230,0,2,0,Good,0,1,0,0,0,Installed,0,9700
house,€499000,5,D,345,No,Yes,0,1983,0,4,1973,To renovate,0,2,0,0,2,Installed,Fuel oil,9270
house,€599000,6,E,464,No,Yes,0,2196,0,4,1970,To renovate,0,2,0,0,2,Not installed,Fuel oil,9860
house,€615000,4,A,62,No,0,0,469,0,4,1965,Just renovated,0,2,0,0,0,Installed,Electric,8020
house,€260000,3,C,278,No,0,0,67,0,3,0,Good,0,1,0,0,2,Installed,Gas,8310
house,€205000,2,G,556,0,0,0,525,27,3,1937,To renovate,0,1,0,Yes,3,Semi equipped,Gas,5030
house,€345000,4,Not specified,Not specified,No,0,0,26,0,2,1900,As new,0,0,4,0,4,USA semi equipped,Electric,20
house,€450000,5,C,279,No,Yes,0,850,0,3,1950,Good,0,1,0,0,1,Installed,Gas,8870
house,€359000,5,C,266,No,Yes,0,578,0,3,1968,Good,0,1,0,0,1,0,Pellet,8860
house,€310000,2,Not specified,Not specified,No,0,25,0,35,2,1920,0,0,1,0,0,2,Installed,Gas,1800
house,€669000,4,C,233,0,0,0,1872,0,0,1992,As new,0,2,0,Yes,4,0,0,2980
house,€780000,4,A,25,0,Yes,0,218,0,0,2022,As new,0,2,0,No,2,Hyper equipped,Gas,2980
house,€685000,4,B,104,0,0,0,0,0,0,1958,0,0,3,0,Yes,3,Hyper equipped,Gas,9120
house,€299000,3,D,325,No,Yes,0,290,15,2,1900,Good,0,1,1,0,2,Installed,Fuel oil,4430
house,€299000,2,B,170,0,0,13,83,30,2,1918,Just renovated,0,1,0,0,2,Installed,Gas,2300
house,€475000,4,E,412,0,0,0,0,32,4,1965,Good,0,1,0,0,1,Semi equipped,Gas,2340
house,€399900,4,C,288,0,0,0,600,30,4,1972,Good,0,1,0,0,2,0,0,2390
house,€415000,4,C,296,0,0,0,0,42,4,1989,Good,0,1,0,0,2,Semi equipped,Gas,2340
house,€399900,3,D,388,0,0,0,1260,34,4,1973,To be done up,0,1,0,0,1,0,Gas,2390
house,€581000,6,B,197,0,0,0,0,0,2,0,Good,0,3,0,0,0,0,0,2310
house,€389000,3,F,809,0,Yes,0,1236,0,4,1958,To be done up,0,2,0,0,0,0,0,2980
house,€365000,3,F,1073,0,0,0,1120,0,4,1960,To renovate,0,1,0,0,0,0,0,2980
house,€475000,3,A,10,0,0,0,452,43,3,2023,0,0,1,0,Yes,2,Not installed,0,2310
house,€435000,4,D,327,0,Yes,0,284,0,2,1935,To renovate,0,1,0,0,2,Semi equipped,Gas,2320
house,€285000,2,F,812,0,Yes,0,878,0,4,1918,To renovate,0,1,0,0,1,Semi equipped,Gas,2340
house,€498000,3,D,372,0,Yes,0,2620,0,4,1965,To renovate,0,2,0,0,2,Semi equipped,0,2340
house,€425000,4,F,887,0,0,0,4000,0,4,1966,To renovate,0,1,0,0,1,Semi equipped,Fuel oil,2310
house,€349000,4,C,219,0,Yes,0,650,0,3,0,As new,0,1,0,0,2,Installed,Gas,2340
house,€499000,3,A,97,0,0,0,375,0,3,2003,Just renovated,0,1,0,0,2,0,0,2322
house,€299000,3,E,426,0,Yes,0,265,31,3,1963,Good,0,1,0,0,2,0,0,2340
house,€275000,2,C,228,0,0,90,410,41,2,1800,0,0,1,0,0,1,Installed,Fuel oil,1430
house,€350000,4,C,246,No,Yes,0,601,0,3,1982,Good,0,1,0,0,0,Hyper equipped,Gas,3500
house,€1245000,5,E,251,No,0,7,0,43,2,1933,Good,0,4,3,Yes,4,Installed,Gas,1180
house,€487000,3,C,226,No,Yes,0,649,0,4,0,Good,0,2,0,0,0,0,Gas,9920
house,€239000,3,D,303,No,0,0,204,0,2,1952,To be done up,0,1,0,0,1,Installed,Fuel oil,2200
house,€210000,3,D,355,0,0,0,577,0,4,1963,Good,0,0,0,0,0,0,0,8680
house,€399000,6,G,530,No,0,10,105,45,2,1905,To renovate,0,2,3,0,3,Not installed,Gas,1030
house,€495000,5,G,471,No,0,0,500,36,2,1918,Good,0,2,0,0,0,0,Gas,1082
house,€290000,3,F,506,0,0,0,764,0,4,0,To renovate,0,0,0,0,2,0,Fuel oil,9960
house,€320000,3,E,424,0,0,0,705,0,3,0,Good,0,0,0,0,0,0,Fuel oil,9940
house,€325000,3,D,314,No,0,0,115,0,2,1930,Good,0,1,0,0,0,Installed,Gas,20
house,€288000,4,F,697,0,0,0,677,26,3,0,Good,0,1,0,0,1,0,Fuel oil,8552
house,€178750,1,D,365,0,0,0,119,32,4,0,0,0,1,0,0,1,0,0,3800
house,€409000,3,C,212,No,0,0,357,35,3,1990,Good,0,1,0,0,0,0,Gas,1740
house,€525000,0,Not specified,Not specified,No,0,0,0,0,2,0,0,0,4,0,0,4,Installed,Gas,1030
house,€349000,3,D,341,0,0,0,498,0,3,1955,Good,0,0,0,0,1,0,Gas,9030
house,€,4,G,83848,No,0,0,0,0,0,0,To be done up,0,0,1,No,0,0,Fuel oil,6700
house,€275000,4,Not specified,Not specified,No,0,0,0,0,0,0,To be done up,0,0,0,No,0,0,Fuel oil,6791
house,€449000,4,B,130,No,0,0,597,40,4,1990,Good,0,1,0,0,0,0,Gas,9200
house,€,3,G,634,0,0,13,70,17,2,1958,To renovate,0,1,0,0,1,0,0,4400
house,€259000,3,F,615,0,0,15,142,32,2,1937,To renovate,0,1,0,0,2,Semi equipped,Gas,2300
house,€278000,2,F,713,0,0,0,0,40,4,1964,Good,0,1,0,0,1,Installed,Fuel oil,2360
house,€365000,5,B,193,0,0,0,640,40,4,1974,Good,0,1,0,0,2,Installed,Gas,2360
house,€295000,3,C,284,0,Yes,0,518,32,4,1971,To be done up,0,1,0,0,1,Installed,Gas,2480
house,€30.000,4,E,457,0,Yes,0,155,27,2,1937,To be done up,0,1,0,0,1,Semi equipped,Gas,2300
house,€22.000.,3,E,474,0,Yes,0,147,45,2,1936,To renovate,0,1,0,0,1,Semi equipped,Gas,2300
house,€499000,4,C,271,0,Yes,0,1673,0,0,1979,Good,0,2,0,0,3,Semi equipped,Gas,2350
house,€409000,3,D,339,0,Yes,0,1066,0,4,1979,Good,0,1,0,0,2,Semi equipped,0,2460
house,€395000,3,D,357,0,0,0,811,0,0,1967,Good,0,1,0,0,0,Installed,Gas,2300
house,€359000,2,E,464,0,Yes,0,1108,0,4,1992,Good,0,1,0,0,2,Installed,Electric,2275
